run,key,regime,user,controller,feature_kind,method,M,L,proposal_std,episodes,task_success_count,successful_target_count,target_rate,fallback_count,mean_valid_current_fraction,batch_replan_seconds
mode-aligned-ablation-M128-std1,gaussian__lower_narrow_direction__best__m128,gaussian,lower_narrow_direction,oracle,mode,best,128,4,1.0,16,16,4,0.25,0,1.0,13.752062618965283
mode-aligned-ablation-M128-std1,gaussian__lower_narrow_width__soft__m128,gaussian,lower_narrow_width,oracle,mode,soft,128,4,1.0,16,16,4,0.25,0,1.0,13.756111463939305
mode-aligned-ablation-M128-std1,gaussian__lower_narrow_width__best__m128,gaussian,lower_narrow_width,oracle,mode,best,128,4,1.0,16,16,4,0.25,0,1.0,13.781104442954529
mode-aligned-ablation-M128-std1,gaussian__lower_wide_direction__soft__m128,gaussian,lower_wide_direction,oracle,mode,soft,128,4,1.0,16,16,9,0.5625,0,1.0,13.733661736012436
mode-aligned-ablation-M128-std1,gaussian__lower_wide_direction__best__m128,gaussian,lower_wide_direction,oracle,mode,best,128,4,1.0,16,16,9,0.5625,0,1.0,13.755226490960922
mode-aligned-ablation-M128-std1,gaussian__lower_wide_width__soft__m128,gaussian,lower_wide_width,oracle,mode,soft,128,4,1.0,16,16,9,0.5625,0,1.0,13.761802174965851
mode-aligned-ablation-M128-std1,gaussian__lower_wide_width__best__m128,gaussian,lower_wide_width,oracle,mode,best,128,4,1.0,16,16,9,0.5625,0,1.0,13.62738876795629
mode-aligned-best-M128-std8,centered__upper_narrow_direction__oracle_best,centered,upper_narrow_direction,oracle,mode,best,128,4,8.0,16,16,16,1.0,0,0.61126708984375,13.699817402928602
mode-aligned-best-M128-std8,centered__upper_narrow_direction__learned_20,centered,upper_narrow_direction,learned20,mode,best,128,4,8.0,16,16,16,1.0,0,0.61126708984375,13.676244770991616
mode-aligned-best-M128-std8,centered__upper_narrow_width__oracle_best,centered,upper_narrow_width,oracle,mode,best,128,4,8.0,16,16,16,1.0,0,0.61126708984375,13.719924114877358
mode-aligned-best-M128-std8,centered__upper_narrow_width__learned_20,centered,upper_narrow_width,learned20,mode,best,128,4,8.0,16,16,16,1.0,0,0.61126708984375,13.690338094020262
mode-aligned-best-M128-std8,centered__upper_wide_direction__oracle_best,centered,upper_wide_direction,oracle,mode,best,128,4,8.0,16,16,16,1.0,0,0.62066650390625,13.69516100693727
mode-aligned-best-M128-std8,centered__upper_wide_direction__learned_20,centered,upper_wide_direction,learned20,mode,best,128,4,8.0,16,16,16,1.0,0,0.62066650390625,13.601114036049694
mode-aligned-best-M128-std8,centered__upper_wide_width__oracle_best,centered,upper_wide_width,oracle,mode,best,128,4,8.0,16,16,16,1.0,0,0.62066650390625,13.45285330893239
mode-aligned-best-M128-std8,centered__upper_wide_width__learned_20,centered,upper_wide_width,learned20,mode,best,128,4,8.0,16,16,16,1.0,0,0.62066650390625,13.450286275008693
mode-aligned-best-M128-std8,centered__lower_narrow_direction__oracle_best,centered,lower_narrow_direction,oracle,mode,best,128,4,8.0,16,16,16,1.0,0,0.61456298828125,13.446968621050473
mode-aligned-best-M128-std8,centered__lower_narrow_direction__learned_20,centered,lower_narrow_direction,learned20,mode,best,128,4,8.0,16,16,16,1.0,0,0.61456298828125,13.456460768938996
mode-aligned-best-M128-std8,centered__lower_narrow_width__oracle_best,centered,lower_narrow_width,oracle,mode,best,128,4,8.0,16,16,16,1.0,0,0.61456298828125,13.676678967953194
mode-aligned-best-M128-std8,centered__lower_narrow_width__learned_20,centered,lower_narrow_width,learned20,mode,best,128,4,8.0,16,16,16,1.0,0,0.61456298828125,13.507708441989962
mode-aligned-best-M128-std8,centered__lower_wide_direction__oracle_best,centered,lower_wide_direction,oracle,mode,best,128,4,8.0,16,16,16,1.0,0,0.6214599609375,13.504535548971035
mode-aligned-best-M128-std8,centered__lower_wide_direction__learned_20,centered,lower_wide_direction,learned20,mode,best,128,4,8.0,16,16,16,1.0,0,0.6214599609375,13.492750415054616
mode-aligned-best-M128-std8,centered__lower_wide_width__oracle_best,centered,lower_wide_width,oracle,mode,best,128,4,8.0,16,16,16,1.0,0,0.6214599609375,13.61287706613075
mode-aligned-best-M128-std8,centered__lower_wide_width__learned_20,centered,lower_wide_width,learned20,mode,best,128,4,8.0,16,16,16,1.0,0,0.6214599609375,13.439786672999617
mode-aligned-best-M128-std8,gaussian__upper_narrow_direction__oracle_best,gaussian,upper_narrow_direction,oracle,mode,best,128,4,8.0,16,16,16,1.0,0,0.61578369140625,13.104789459845051
mode-aligned-best-M128-std8,gaussian__upper_narrow_direction__learned_20,gaussian,upper_narrow_direction,learned20,mode,best,128,4,8.0,16,16,16,1.0,0,0.61578369140625,13.264983160072006
mode-aligned-best-M128-std8,gaussian__upper_narrow_width__oracle_best,gaussian,upper_narrow_width,oracle,mode,best,128,4,8.0,16,16,16,1.0,0,0.61578369140625,13.122240935044829
mode-aligned-best-M128-std8,gaussian__upper_narrow_width__learned_20,gaussian,upper_narrow_width,learned20,mode,best,128,4,8.0,16,16,16,1.0,0,0.61578369140625,13.06325519195525
mode-aligned-best-M128-std8,gaussian__upper_wide_direction__oracle_best,gaussian,upper_wide_direction,oracle,mode,best,128,4,8.0,16,16,13,0.8125,0,0.6204833984375,13.092838319949806
mode-aligned-best-M128-std8,gaussian__upper_wide_direction__learned_20,gaussian,upper_wide_direction,learned20,mode,best,128,4,8.0,16,16,13,0.8125,0,0.6204833984375,13.295326033956371
mode-aligned-best-M128-std8,gaussian__upper_wide_width__oracle_best,gaussian,upper_wide_width,oracle,mode,best,128,4,8.0,16,16,12,0.75,0,0.61993408203125,13.22305829502875
mode-aligned-best-M128-std8,gaussian__upper_wide_width__learned_20,gaussian,upper_wide_width,learned20,mode,best,128,4,8.0,16,16,12,0.75,0,0.61993408203125,13.334867845056579
mode-aligned-best-M128-std8,gaussian__lower_narrow_direction__oracle_best,gaussian,lower_narrow_direction,oracle,mode,best,128,4,8.0,16,16,16,1.0,0,0.619384765625,13.28671693004435
mode-aligned-best-M128-std8,gaussian__lower_narrow_direction__learned_20,gaussian,lower_narrow_direction,learned20,mode,best,128,4,8.0,16,16,16,1.0,0,0.619384765625,13.14053883694578
mode-aligned-best-M128-std8,gaussian__lower_narrow_width__oracle_best,gaussian,lower_narrow_width,oracle,mode,best,128,4,8.0,16,16,16,1.0,0,0.619384765625,13.077604682010133
mode-aligned-best-M128-std8,gaussian__lower_narrow_width__learned_20,gaussian,lower_narrow_width,learned20,mode,best,128,4,8.0,16,16,16,1.0,0,0.619384765625,13.082756287942175
mode-aligned-best-M128-std8,gaussian__lower_wide_direction__oracle_best,gaussian,lower_wide_direction,oracle,mode,best,128,4,8.0,16,16,15,0.9375,0,0.62420654296875,13.127778203983326
mode-aligned-best-M128-std8,gaussian__lower_wide_direction__learned_20,gaussian,lower_wide_direction,learned20,mode,best,128,4,8.0,16,16,15,0.9375,0,0.62420654296875,13.192143271968234
mode-aligned-best-M128-std8,gaussian__lower_wide_width__oracle_best,gaussian,lower_wide_width,oracle,mode,best,128,4,8.0,16,16,15,0.9375,0,0.622802734375,13.117004960076883
mode-aligned-best-M128-std8,gaussian__lower_wide_width__learned_20,gaussian,lower_wide_width,learned20,mode,best,128,4,8.0,16,16,15,0.9375,0,0.622802734375,13.099358425068203
